menuId,usuarioId,fecha,alimentoId,nombreAlimento,cantidadGramos,tiempoComida,calorias,proteinas,carbohidratos,grasas
130,6,2025-03-21,41,Brócoli,250,Almuerzo,85.0,7.0,16.5,1.0
130,6,2025-03-21,11,Pechuga de pollo,300,Almuerzo,495.0,93.0,0.0,10.8
130,6,2025-03-21,48,Aguacate,200,Cena,320.0,4.0,18.0,30.0
130,6,2025-03-21,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
131,6,2025-03-29,23,Yogur natural,200,Desayuno,118.0,20.0,7.2,0.8
131,6,2025-03-29,19,Clara de huevo,150,Desayuno,78.0,16.5,1.05,0.3
131,6,2025-03-29,6,Pasta cocida,250,Almuerzo,395.0,14.5,77.5,2.25
131,6,2025-03-29,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
131,6,2025-03-29,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
131,6,2025-03-29,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
131,6,2025-03-29,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
132,6,2025-03-30,33,Naranja,100,Desayuno,47.0,0.9,12.0,0.1
132,6,2025-03-30,44,Tomate,300,Almuerzo,54.0,2.7,11.7,0.6
132,6,2025-03-30,16,Salmón,300,Almuerzo,624.0,60.0,0.0,39.0
132,6,2025-03-30,41,Brócoli,250,Almuerzo,85.0,7.0,16.5,1.0
132,6,2025-03-30,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
133,6,2025-03-31,21,Leche entera,200,Desayuno,122.0,6.4,9.6,6.6
133,6,2025-03-31,11,Pechuga de pollo,150,Almuerzo,247.5,46.5,0.0,5.4
133,6,2025-03-31,1,Arroz blanco cocido,250,Almuerzo,325.0,6.75,70.5,0.75
133,6,2025-03-31,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
133,6,2025-03-31,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
133,6,2025-03-31,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
134,7,2025-01-01,33,Naranja,150,Desayuno,70.5,1.35,18.0,0.15
134,7,2025-01-01,21,Leche entera,100,Desayuno,61.0,3.2,4.8,3.3
134,7,2025-01-01,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
134,7,2025-01-01,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
134,7,2025-01-01,44,Tomate,250,Almuerzo,45.0,2.25,9.75,0.5
134,7,2025-01-01,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
134,7,2025-01-01,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
135,7,2025-01-03,4,Pan integral,250,Desayuno,617.5,32.5,102.5,8.5
135,7,2025-01-03,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
135,7,2025-01-03,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
135,7,2025-01-03,16,Salmón,250,Almuerzo,520.0,50.0,0.0,32.5
135,7,2025-01-03,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
136,7,2025-01-08,18,Huevo entero,150,Desayuno,232.5,19.5,1.65,16.5
136,7,2025-01-08,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
136,7,2025-01-08,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
136,7,2025-01-08,6,Pasta cocida,300,Almuerzo,474.0,17.4,93.0,2.7
136,7,2025-01-08,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
136,7,2025-01-08,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
137,7,2025-01-10,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
137,7,2025-01-10,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
137,7,2025-01-10,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
137,7,2025-01-10,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
137,7,2025-01-10,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
138,7,2025-01-18,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
138,7,2025-01-18,6,Pasta cocida,200,Almuerzo,316.0,11.6,62.0,1.8
138,7,2025-01-18,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
138,7,2025-01-18,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
138,7,2025-01-18,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
139,7,2025-01-23,31,Manzana,150,Desayuno,78.0,0.45,21.0,0.3
139,7,2025-01-23,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
139,7,2025-01-23,16,Salmón,250,Almuerzo,520.0,50.0,0.0,32.5
139,7,2025-01-23,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
140,7,2025-01-26,32,Banano,250,Desayuno,222.5,2.75,57.5,0.75
140,7,2025-01-26,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
140,7,2025-01-26,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
140,7,2025-01-26,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
140,7,2025-01-26,44,Tomate,100,Almuerzo,18.0,0.9,3.9,0.2
140,7,2025-01-26,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
141,7,2025-01-29,3,Pan blanco,100,Desayuno,265.0,9.0,49.0,3.2
141,7,2025-01-29,33,Naranja,100,Desayuno,47.0,0.9,12.0,0.1
141,7,2025-01-29,41,Brócoli,200,Almuerzo,68.0,5.6,13.2,0.8
141,7,2025-01-29,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
141,7,2025-01-29,1,Arroz blanco cocido,150,Cena,195.0,4.05,42.3,0.45
141,7,2025-01-29,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
141,7,2025-01-29,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
142,7,2025-02-04,31,Manzana,100,Desayuno,52.0,0.3,14.0,0.2
142,7,2025-02-04,19,Clara de huevo,100,Desayuno,52.0,11.0,0.7,0.2
142,7,2025-02-04,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
142,7,2025-02-04,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
142,7,2025-02-04,48,Aguacate,200,Cena,320.0,4.0,18.0,30.0
142,7,2025-02-04,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
143,7,2025-02-06,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
143,7,2025-02-06,11,Pechuga de pollo,300,Almuerzo,495.0,93.0,0.0,10.8
143,7,2025-02-06,16,Salmón,100,Almuerzo,208.0,20.0,0.0,13.0
143,7,2025-02-06,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
143,7,2025-02-06,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
143,7,2025-02-06,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
144,7,2025-02-07,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
144,7,2025-02-07,2,Arroz integral cocido,300,Almuerzo,336.0,7.8,70.5,2.7
144,7,2025-02-07,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
144,7,2025-02-07,15,Atún en agua,200,Almuerzo,232.0,52.0,0.0,2.0
144,7,2025-02-07,48,Aguacate,200,Cena,320.0,4.0,18.0,30.0
144,7,2025-02-07,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
145,7,2025-02-10,4,Pan integral,150,Desayuno,370.5,19.5,61.5,5.1
145,7,2025-02-10,3,Pan blanco,150,Desayuno,397.5,13.5,73.5,4.8
145,7,2025-02-10,16,Salmón,300,Almuerzo,624.0,60.0,0.0,39.0
145,7,2025-02-10,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
145,7,2025-02-10,42,Espinaca,200,Cena,46.0,5.8,7.2,0.8
145,7,2025-02-10,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
145,7,2025-02-10,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
146,7,2025-02-12,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
146,7,2025-02-12,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
146,7,2025-02-12,15,Atún en agua,300,Almuerzo,348.0,78.0,0.0,3.0
146,7,2025-02-12,44,Tomate,200,Almuerzo,36.0,1.8,7.8,0.4
146,7,2025-02-12,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
146,7,2025-02-12,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
147,7,2025-02-21,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
147,7,2025-02-21,16,Salmón,100,Almuerzo,208.0,20.0,0.0,13.0
147,7,2025-02-21,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
147,7,2025-02-21,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
147,7,2025-02-21,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
148,7,2025-02-22,19,Clara de huevo,250,Desayuno,130.0,27.5,1.75,0.5
148,7,2025-02-22,3,Pan blanco,150,Desayuno,397.5,13.5,73.5,4.8
148,7,2025-02-22,2,Arroz integral cocido,300,Almuerzo,336.0,7.8,70.5,2.7
148,7,2025-02-22,6,Pasta cocida,300,Almuerzo,474.0,17.4,93.0,2.7
148,7,2025-02-22,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
149,7,2025-02-24,33,Naranja,250,Desayuno,117.5,2.25,30.0,0.25
149,7,2025-02-24,5,Avena en hojuelas,100,Desayuno,389.0,17.0,66.0,7.0
149,7,2025-02-24,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
149,7,2025-02-24,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
149,7,2025-02-24,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
149,7,2025-02-24,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
149,7,2025-02-24,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
149,7,2025-02-24,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
150,8,2025-01-06,33,Naranja,200,Desayuno,94.0,1.8,24.0,0.2
150,8,2025-01-06,4,Pan integral,150,Desayuno,370.5,19.5,61.5,5.1
150,8,2025-01-06,2,Arroz integral cocido,250,Almuerzo,280.0,6.5,58.75,2.25
150,8,2025-01-06,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
150,8,2025-01-06,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
150,8,2025-01-06,11,Pechuga de pollo,100,Cena,165.0,31.0,0.0,3.6
150,8,2025-01-06,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
151,8,2025-01-08,19,Clara de huevo,250,Desayuno,130.0,27.5,1.75,0.5
151,8,2025-01-08,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
151,8,2025-01-08,44,Tomate,100,Almuerzo,18.0,0.9,3.9,0.2
151,8,2025-01-08,48,Aguacate,200,Cena,320.0,4.0,18.0,30.0
152,8,2025-01-09,18,Huevo entero,150,Desayuno,232.5,19.5,1.65,16.5
152,8,2025-01-09,31,Manzana,200,Desayuno,104.0,0.6,28.0,0.4
152,8,2025-01-09,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
152,8,2025-01-09,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
152,8,2025-01-09,42,Espinaca,200,Cena,46.0,5.8,7.2,0.8
152,8,2025-01-09,48,Aguacate,150,Cena,240.0,3.0,13.5,22.5
152,8,2025-01-09,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
153,8,2025-01-23,31,Manzana,150,Desayuno,78.0,0.45,21.0,0.3
153,8,2025-01-23,44,Tomate,200,Almuerzo,36.0,1.8,7.8,0.4
153,8,2025-01-23,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
153,8,2025-01-23,2,Arroz integral cocido,250,Almuerzo,280.0,6.5,58.75,2.25
153,8,2025-01-23,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
153,8,2025-01-23,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
153,8,2025-01-23,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
154,8,2025-01-26,21,Leche entera,150,Desayuno,91.5,4.8,7.2,4.95
154,8,2025-01-26,16,Salmón,300,Almuerzo,624.0,60.0,0.0,39.0
154,8,2025-01-26,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
154,8,2025-01-26,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
154,8,2025-01-26,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
155,8,2025-01-29,3,Pan blanco,150,Desayuno,397.5,13.5,73.5,4.8
155,8,2025-01-29,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
155,8,2025-01-29,16,Salmón,100,Almuerzo,208.0,20.0,0.0,13.0
155,8,2025-01-29,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
155,8,2025-01-29,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
155,8,2025-01-29,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
156,8,2025-02-03,3,Pan blanco,100,Desayuno,265.0,9.0,49.0,3.2
156,8,2025-02-03,21,Leche entera,200,Desayuno,122.0,6.4,9.6,6.6
156,8,2025-02-03,15,Atún en agua,100,Almuerzo,116.0,26.0,0.0,1.0
156,8,2025-02-03,13,Carne molida res 90%,250,Almuerzo,440.0,65.0,0.0,20.0
156,8,2025-02-03,42,Espinaca,100,Almuerzo,23.0,2.9,3.6,0.4
156,8,2025-02-03,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
156,8,2025-02-03,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
157,8,2025-02-08,3,Pan blanco,100,Desayuno,265.0,9.0,49.0,3.2
157,8,2025-02-08,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
157,8,2025-02-08,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
157,8,2025-02-08,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
157,8,2025-02-08,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
158,8,2025-02-10,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
158,8,2025-02-10,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
158,8,2025-02-10,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
158,8,2025-02-10,44,Tomate,200,Almuerzo,36.0,1.8,7.8,0.4
158,8,2025-02-10,2,Arroz integral cocido,150,Almuerzo,168.0,3.9,35.25,1.35
158,8,2025-02-10,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
158,8,2025-02-10,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
159,8,2025-02-14,18,Huevo entero,200,Desayuno,310.0,26.0,2.2,22.0
159,8,2025-02-14,33,Naranja,250,Desayuno,117.5,2.25,30.0,0.25
159,8,2025-02-14,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
159,8,2025-02-14,42,Espinaca,150,Almuerzo,34.5,4.35,5.4,0.6
159,8,2025-02-14,48,Aguacate,150,Cena,240.0,3.0,13.5,22.5
159,8,2025-02-14,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
160,8,2025-02-28,18,Huevo entero,250,Desayuno,387.5,32.5,2.75,27.5
160,8,2025-02-28,31,Manzana,100,Desayuno,52.0,0.3,14.0,0.2
160,8,2025-02-28,42,Espinaca,100,Almuerzo,23.0,2.9,3.6,0.4
160,8,2025-02-28,1,Arroz blanco cocido,250,Almuerzo,325.0,6.75,70.5,0.75
160,8,2025-02-28,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
161,8,2025-03-02,19,Clara de huevo,150,Desayuno,78.0,16.5,1.05,0.3
161,8,2025-03-02,6,Pasta cocida,150,Almuerzo,237.0,8.7,46.5,1.35
161,8,2025-03-02,15,Atún en agua,200,Almuerzo,232.0,52.0,0.0,2.0
161,8,2025-03-02,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
161,8,2025-03-02,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
161,8,2025-03-02,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
162,8,2025-03-09,31,Manzana,200,Desayuno,104.0,0.6,28.0,0.4
162,8,2025-03-09,1,Arroz blanco cocido,250,Almuerzo,325.0,6.75,70.5,0.75
162,8,2025-03-09,41,Brócoli,250,Almuerzo,85.0,7.0,16.5,1.0
162,8,2025-03-09,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
162,8,2025-03-09,13,Carne molida res 90%,200,Cena,352.0,52.0,0.0,16.0
163,8,2025-03-15,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
163,8,2025-03-15,23,Yogur natural,200,Desayuno,118.0,20.0,7.2,0.8
163,8,2025-03-15,16,Salmón,300,Almuerzo,624.0,60.0,0.0,39.0
163,8,2025-03-15,13,Carne molida res 90%,250,Almuerzo,440.0,65.0,0.0,20.0
163,8,2025-03-15,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
163,8,2025-03-15,41,Brócoli,100,Cena,34.0,2.8,6.6,0.4
164,8,2025-03-21,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
164,8,2025-03-21,16,Salmón,250,Almuerzo,520.0,50.0,0.0,32.5
164,8,2025-03-21,41,Brócoli,250,Almuerzo,85.0,7.0,16.5,1.0
164,8,2025-03-21,44,Tomate,200,Almuerzo,36.0,1.8,7.8,0.4
164,8,2025-03-21,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
164,8,2025-03-21,1,Arroz blanco cocido,150,Cena,195.0,4.05,42.3,0.45
165,8,2025-03-27,33,Naranja,250,Desayuno,117.5,2.25,30.0,0.25
165,8,2025-03-27,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
165,8,2025-03-27,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
165,8,2025-03-27,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
166,8,2025-03-29,33,Naranja,100,Desayuno,47.0,0.9,12.0,0.1
166,8,2025-03-29,5,Avena en hojuelas,100,Desayuno,389.0,17.0,66.0,7.0
166,8,2025-03-29,44,Tomate,250,Almuerzo,45.0,2.25,9.75,0.5
166,8,2025-03-29,11,Pechuga de pollo,150,Almuerzo,247.5,46.5,0.0,5.4
166,8,2025-03-29,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
166,8,2025-03-29,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
167,8,2025-03-31,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
167,8,2025-03-31,44,Tomate,200,Almuerzo,36.0,1.8,7.8,0.4
167,8,2025-03-31,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
167,8,2025-03-31,13,Carne molida res 90%,150,Cena,264.0,39.0,0.0,12.0
167,8,2025-03-31,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
168,9,2025-01-15,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
168,9,2025-01-15,19,Clara de huevo,250,Desayuno,130.0,27.5,1.75,0.5
168,9,2025-01-15,41,Brócoli,200,Almuerzo,68.0,5.6,13.2,0.8
168,9,2025-01-15,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
168,9,2025-01-15,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
168,9,2025-01-15,48,Aguacate,200,Cena,320.0,4.0,18.0,30.0
168,9,2025-01-15,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
169,9,2025-01-20,31,Manzana,200,Desayuno,104.0,0.6,28.0,0.4
169,9,2025-01-20,32,Banano,150,Desayuno,133.5,1.65,34.5,0.45
169,9,2025-01-20,2,Arroz integral cocido,100,Almuerzo,112.0,2.6,23.5,0.9
169,9,2025-01-20,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
169,9,2025-01-20,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
169,9,2025-01-20,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
170,9,2025-01-21,21,Leche entera,100,Desayuno,61.0,3.2,4.8,3.3
170,9,2025-01-21,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
170,9,2025-01-21,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
170,9,2025-01-21,41,Brócoli,100,Cena,34.0,2.8,6.6,0.4
170,9,2025-01-21,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
170,9,2025-01-21,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
171,9,2025-01-24,31,Manzana,250,Desayuno,130.0,0.75,35.0,0.5
171,9,2025-01-24,3,Pan blanco,200,Desayuno,530.0,18.0,98.0,6.4
171,9,2025-01-24,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
171,9,2025-01-24,6,Pasta cocida,200,Almuerzo,316.0,11.6,62.0,1.8
171,9,2025-01-24,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
171,9,2025-01-24,31,Manzana,100,MeriendaTarde,52.0,0.3,14.0,0.2
172,9,2025-01-26,19,Clara de huevo,250,Desayuno,130.0,27.5,1.75,0.5
172,9,2025-01-26,4,Pan integral,200,Desayuno,494.0,26.0,82.0,6.8
172,9,2025-01-26,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
172,9,2025-01-26,1,Arroz blanco cocido,150,Almuerzo,195.0,4.05,42.3,0.45
172,9,2025-01-26,11,Pechuga de pollo,100,Cena,165.0,31.0,0.0,3.6
172,9,2025-01-26,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
173,9,2025-02-05,18,Huevo entero,200,Desayuno,310.0,26.0,2.2,22.0
173,9,2025-02-05,3,Pan blanco,200,Desayuno,530.0,18.0,98.0,6.4
173,9,2025-02-05,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
173,9,2025-02-05,6,Pasta cocida,300,Almuerzo,474.0,17.4,93.0,2.7
173,9,2025-02-05,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
173,9,2025-02-05,42,Espinaca,200,Cena,46.0,5.8,7.2,0.8
173,9,2025-02-05,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
174,9,2025-02-21,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
174,9,2025-02-21,19,Clara de huevo,150,Desayuno,78.0,16.5,1.05,0.3
174,9,2025-02-21,44,Tomate,250,Almuerzo,45.0,2.25,9.75,0.5
174,9,2025-02-21,6,Pasta cocida,300,Almuerzo,474.0,17.4,93.0,2.7
174,9,2025-02-21,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
174,9,2025-02-21,42,Espinaca,200,Cena,46.0,5.8,7.2,0.8
174,9,2025-02-21,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
175,9,2025-02-22,33,Naranja,200,Desayuno,94.0,1.8,24.0,0.2
175,9,2025-02-22,44,Tomate,100,Almuerzo,18.0,0.9,3.9,0.2
175,9,2025-02-22,2,Arroz integral cocido,250,Almuerzo,280.0,6.5,58.75,2.25
175,9,2025-02-22,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
175,9,2025-02-22,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
176,9,2025-03-05,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
176,9,2025-03-05,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
176,9,2025-03-05,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
176,9,2025-03-05,15,Atún en agua,300,Almuerzo,348.0,78.0,0.0,3.0
176,9,2025-03-05,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
176,9,2025-03-05,42,Espinaca,200,Cena,46.0,5.8,7.2,0.8
176,9,2025-03-05,13,Carne molida res 90%,150,Cena,264.0,39.0,0.0,12.0
177,9,2025-03-08,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
177,9,2025-03-08,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
177,9,2025-03-08,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
177,9,2025-03-08,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
177,9,2025-03-08,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
177,9,2025-03-08,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
178,9,2025-03-12,31,Manzana,250,Desayuno,130.0,0.75,35.0,0.5
178,9,2025-03-12,21,Leche entera,150,Desayuno,91.5,4.8,7.2,4.95
178,9,2025-03-12,44,Tomate,200,Almuerzo,36.0,1.8,7.8,0.4
178,9,2025-03-12,16,Salmón,250,Almuerzo,520.0,50.0,0.0,32.5
178,9,2025-03-12,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
178,9,2025-03-12,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
178,9,2025-03-12,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
179,9,2025-03-14,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
179,9,2025-03-14,21,Leche entera,200,Desayuno,122.0,6.4,9.6,6.6
179,9,2025-03-14,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
179,9,2025-03-14,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
179,9,2025-03-14,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
179,9,2025-03-14,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
180,9,2025-03-18,18,Huevo entero,250,Desayuno,387.5,32.5,2.75,27.5
180,9,2025-03-18,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
180,9,2025-03-18,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
180,9,2025-03-18,41,Brócoli,250,Almuerzo,85.0,7.0,16.5,1.0
180,9,2025-03-18,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
181,9,2025-03-20,5,Avena en hojuelas,200,Desayuno,778.0,34.0,132.0,14.0
181,9,2025-03-20,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
181,9,2025-03-20,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
181,9,2025-03-20,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
181,9,2025-03-20,1,Arroz blanco cocido,250,Almuerzo,325.0,6.75,70.5,0.75
181,9,2025-03-20,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
182,9,2025-03-21,5,Avena en hojuelas,200,Desayuno,778.0,34.0,132.0,14.0
182,9,2025-03-21,2,Arroz integral cocido,150,Almuerzo,168.0,3.9,35.25,1.35
182,9,2025-03-21,44,Tomate,250,Almuerzo,45.0,2.25,9.75,0.5
182,9,2025-03-21,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
182,9,2025-03-21,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
183,9,2025-03-30,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
